#Prevodni charakteristika tranzistoru
#napeti Ug (V) proud Id (mA) napeti Ud (V)
3.0800000000000023 0.0490012691 10.0
3.1000000000000023 0.059394903299999996 10.0
3.1200000000000023 0.0717248824 10.0
3.1400000000000023 0.087813123 10.0
3.1600000000000024 0.10596570799999999 10.0
3.1800000000000024 0.12842157 10.0
3.2000000000000024 0.15681479399999998 10.0
3.2200000000000024 0.18998946500000002 10.0
3.2400000000000024 0.229626837 10.0
3.2600000000000025 0.27813448 10.0
3.2800000000000025 0.33984956 10.0
3.3000000000000025 0.41141538299999997 10.0
3.3200000000000025 0.49699041599999993 10.0
3.3400000000000025 0.60148429 10.0
3.3600000000000025 0.734573402 10.0
3.3800000000000026 0.888347228 10.0
3.4000000000000026 1.0726248 10.0
3.4200000000000026 1.31260498 10.0
3.4400000000000026 1.58268744 10.0
3.4600000000000026 1.9089471500000001 10.0
3.4800000000000026 2.30400567 10.0
3.5000000000000027 2.80435599 10.0
3.5200000000000027 3.3772219800000003 10.0
3.5400000000000027 4.06244314 10.0
3.5600000000000027 4.93774862 10.0
3.5800000000000027 5.92922999 10.0
3.6000000000000028 7.11874344 10.0
3.6200000000000028 8.52131102 10.0
3.640000000000003 10.314499099999999 10.0
3.660000000000003 12.313248100000001 10.0
3.680000000000003 14.711364399999999 10.0
3.700000000000003 17.5362061 10.0
3.720000000000003 21.0983727 10.0
3.740000000000003 25.03391 10.0
3.760000000000003 29.7446561 10.0
3.780000000000003 35.5372611 10.0
3.800000000000003 42.0634477 10.0
3.820000000000003 49.5871476 10.0
3.840000000000003 58.520280899999996 10.0
3.860000000000003 69.37932199999999 10.0
3.880000000000003 81.5689859 10.0
3.900000000000003 95.4501556 10.0
3.920000000000003 106.353247 10.0
